"depthclass","hind","simulation","varname","year","month","date","unit","value_dc_610","value_dc_620","value_dc_630","value_610","value_620","value_630","value_dc_610_to_630"
"Bottom","yes","ssp126","temp",1992,9,1992-09-15,"Celsius",6.68245055442778,6.5508107356772,8.51695316086089,6.68245055442778,6.5508107356772,8.51695316086089,7.47276964379914
"Bottom","yes","ssp126","temp",1992,10,1992-10-16,"Celsius",6.93729169396187,6.80199091776279,7.45383045459243,6.93729169396187,6.80199091776279,7.45383045459243,7.13166566167132
"Bottom","yes","ssp126","temp",1992,11,1992-11-15,"Celsius",6.34308228427789,6.58109438130273,6.48854804043064,6.34308228427789,6.58109438130273,6.48854804043064,6.47695875461031
"Bottom","yes","ssp126","temp",1992,12,1992-12-16,"Celsius",5.24134983214804,5.72616597254734,5.17418440473028,5.24134983214804,5.72616597254734,5.17418440473028,5.34998665641238
"Bottom","yes","ssp126","temp",1993,1,1993-01-16,"Celsius",4.71274075729168,4.92423993799142,3.92539792786817,4.71274075729168,4.92423993799142,3.92539792786817,4.41797191658306
"Bottom","yes","ssp126","temp",1993,2,1993-02-14,"Celsius",3.6626721926468,3.5837568940691,2.99406722990269,3.6626721926468,3.5837568940691,2.99406722990269,3.33826267927235
"Bottom","yes","ssp126","temp",1993,3,1993-03-16,"Celsius",3.70897579416594,3.56163375388819,3.41869591719665,3.70897579416594,3.56163375388819,3.41869591719665,3.53572088999136
"Bottom","yes","ssp126","temp",1993,4,1993-04-15,"Celsius",4.01837456003303,3.96390800027818,4.25852682490912,4.01837456003303,3.96390800027818,4.25852682490912,4.11116256158053
"Bottom","yes","ssp126","temp",1993,5,1993-05-16,"Celsius",4.66612145753599,4.54924462686817,5.60326415373254,4.66612145753599,4.54924462686817,5.60326415373254,5.055626005764
"Bottom","yes","ssp126","temp",1993,6,1993-06-15,"Celsius",5.41342107661181,5.18334610690813,7.01436458243525,5.41342107661181,5.18334610690813,7.01436458243525,6.07010484886041
"Bottom","yes","ssp126","temp",1993,7,1993-07-16,"Celsius",5.89973700675825,5.50997347417521,7.97221769251302,5.89973700675825,5.50997347417521,7.97221769251302,6.72349235422035
"Bottom","yes","ssp126","temp",1993,8,1993-08-16,"Celsius",6.24230828806798,5.82030705858732,8.51304686464434,6.24230828806798,5.82030705858732,8.51304686464434,7.14631260204369
"Bottom","yes","ssp126","temp",1993,9,1993-09-15,"Celsius",6.17028043023431,6.09559694186908,8.23103828908227,6.17028043023431,6.09559694186908,8.23103828908227,7.07904977848707
"Bottom","yes","ssp126","temp",1993,10,1993-10-16,"Celsius",6.13601975735346,6.28536783829117,7.52430350651217,6.13601975735346,6.28536783829117,7.52430350651217,6.80546104613282
"Bottom","yes","ssp126","temp",1993,11,1993-11-15,"Celsius",5.85903856780211,6.26697927075119,6.4518306671409,5.85903856780211,6.26697927075119,6.4518306671409,6.24353033855393
"Bottom","yes","ssp126","temp",1993,12,1993-12-16,"Celsius",5.29996449548244,5.75307956225331,5.16099367791802,5.29996449548244,5.75307956225331,5.16099367791802,5.36710429125678
"Bottom","yes","ssp126","temp",1994,1,1994-01-16,"Celsius",4.79564811998901,5.13540437838513,4.50169637496552,4.79564811998901,5.13540437838513,4.50169637496552,4.76034353314848
"Bottom","yes","ssp126","temp",1994,2,1994-02-14,"Celsius",4.40726064578922,4.58232345691696,3.97328227122059,4.40726064578922,4.58232345691696,3.97328227122059,4.26154860198365
"Bottom","yes","ssp126","temp",1994,3,1994-03-16,"Celsius",3.70255825463094,3.65055709320398,3.06561812348382,3.70255825463094,3.65055709320398,3.06561812348382,3.40015533914384
"Bottom","yes","ssp126","temp",1994,4,1994-04-15,"Celsius",3.79767844350933,3.58847408880864,3.5962607521123,3.79767844350933,3.58847408880864,3.5962607521123,3.64680328621116
"Bottom","yes","ssp126","temp",1994,5,1994-05-16,"Celsius",4.22609267618617,4.06143524819207,4.94792365659797,4.22609267618617,4.06143524819207,4.94792365659797,4.50471646929423
"Bottom","yes","ssp126","temp",1994,6,1994-06-15,"Celsius",4.86062472921778,4.80346473430427,6.55580471512225,4.86062472921778,4.80346473430427,6.55580471512225,5.60940381230791
"Bottom","yes","ssp126","temp",1994,7,1994-07-16,"Celsius",5.32539774346481,5.37207828497801,7.69131358345935,5.32539774346481,5.37207828497801,7.69131358345935,6.40669201700258
"Bottom","yes","ssp126","temp",1994,8,1994-08-16,"Celsius",5.66045181500543,5.70807942705079,8.30195540622506,5.66045181500543,5.70807942705079,8.30195540622506,6.866410933866
"Bottom","yes","ssp126","temp",1994,9,1994-09-15,"Celsius",5.78795562943135,6.17270778491624,8.36540902354685,5.78795562943135,6.17270778491624,8.36540902354685,7.06162768040902
"Bottom","yes","ssp126","temp",1994,10,1994-10-16,"Celsius",6.31151203741768,6.92560375995121,7.97626952463789,6.31151203741768,6.92560375995121,7.97626952463789,7.2389472600219
"Bottom","yes","ssp126","temp",1994,11,1994-11-15,"Celsius",5.43080479856506,6.10058228385846,6.16867795471033,5.43080479856506,6.10058228385846,6.16867795471033,5.95582781171898
"Bottom","yes","ssp126","temp",1994,12,1994-12-16,"Celsius",4.72823768118835,4.740379310495,4.30363180889654,4.72823768118835,4.740379310495,4.30363180889654,4.54006115519076
"Bottom","yes","ssp126","temp",1995,1,1995-01-16,"Celsius",3.9961525128476,4.10392512570755,4.01020235285398,3.9961525128476,4.10392512570755,4.01020235285398,4.0333830695811
"Bottom","yes","ssp126","temp",1995,2,1995-02-14,"Celsius",3.32720088905356,3.7929559672227,3.64200542956141,3.32720088905356,3.7929559672227,3.64200542956141,3.60278627531178
"Bottom","yes","ssp126","temp",1995,3,1995-03-16,"Celsius",3.03820345429813,3.23840361604247,3.08730128334283,3.03820345429813,3.23840361604247,3.08730128334283,3.11774454263676
"Bottom","yes","ssp126","temp",1995,4,1995-04-15,"Celsius",3.04877422821241,3.29516760777377,3.55779453169486,3.04877422821241,3.29516760777377,3.55779453169486,3.34915227770926
"Bottom","yes","ssp126","temp",1995,5,1995-05-16,"Celsius",3.80199335788217,4.0081961589239,4.98268138086506,3.80199335788217,4.0081961589239,4.98268138086506,4.39402632370882
"Bottom","yes","ssp126","temp",1995,6,1995-06-15,"Celsius",4.87318092120585,4.77036248429751,6.49025773928636,4.87318092120585,4.77036248429751,6.49025773928636,5.57361998216861
"Bottom","yes","ssp126","temp",1995,7,1995-07-16,"Celsius",5.6602489332523,5.3725673390846,7.58278888241603,5.6602489332523,5.3725673390846,7.58278888241603,6.44558259124344
"Bottom","yes","ssp126","temp",1995,8,1995-08-16,"Celsius",5.86477792850509,5.70691220626414,8.27457458745515,5.86477792850509,5.70691220626414,8.27457458745515,6.90725370489076
"Bottom","yes","ssp126","temp",1995,9,1995-09-15,"Celsius",6.72762062163814,6.68271464653788,8.62360520671869,6.72762062163814,6.68271464653788,8.62360520671869,7.57055000480411
"Bottom","yes","ssp126","temp",1995,10,1995-10-16,"Celsius",7.22004699621182,7.47632875159542,8.46992499522041,7.22004699621182,7.47632875159542,8.46992499522041,7.85766376000429
"Bottom","yes","ssp126","temp",1995,11,1995-11-15,"Celsius",6.97542400563266,7.12838295450059,7.21597973626628,6.97542400563266,7.12838295450059,7.21597973626628,7.12784454377516
"Bottom","yes","ssp126","temp",1995,12,1995-12-16,"Celsius",5.98500700788912,5.92491827847175,5.41034285430807,5.98500700788912,5.92491827847175,5.41034285430807,5.70839592245637
"Bottom","yes","ssp126","temp",1996,1,1996-01-16,"Celsius",4.97106758523104,5.01158410295114,4.52208675637667,4.97106758523104,5.01158410295114,4.52208675637667,4.78002136843892
"Bottom","yes","ssp126","temp",1996,2,1996-02-15,"Celsius",4.01303818399683,4.0379572626125,3.65104245218589,4.01303818399683,4.0379572626125,3.65104245218589,3.85678446326735
"Bottom","yes","ssp126","temp",1996,3,1996-03-16,"Celsius",3.93325833387837,3.81904582842446,3.55239162458521,3.93325833387837,3.81904582842446,3.55239162458521,3.72861009122189
"Bottom","yes","ssp126","temp",1996,4,1996-04-15,"Celsius",4.03181110236655,4.0826994173585,4.33521583374126,4.03181110236655,4.0826994173585,4.33521583374126,4.18334554298429
"Bottom","yes","ssp126","temp",1996,5,1996-05-16,"Celsius",4.60368760933687,4.81860740386765,5.82035538829022,4.60368760933687,4.81860740386765,5.82035538829022,5.21445932113074
"Bottom","yes","ssp126","temp",1996,6,1996-06-15,"Celsius",5.38097047500855,5.53340512973561,7.25025433688104,5.38097047500855,5.53340512973561,7.25025433688104,6.26840780641383
"Bottom","yes","ssp126","temp",1996,7,1996-07-16,"Celsius",6.0462789754934,6.13085050736172,8.31222779683365,6.0462789754934,6.13085050736172,8.31222779683365,7.09331061480924
"Bottom","yes","ssp126","temp",1996,8,1996-08-16,"Celsius",6.31217634076484,6.48881438479355,8.83439240833993,6.31217634076484,6.48881438479355,8.83439240833993,7.50126786344105
"Bottom","yes","ssp126","temp",1996,9,1996-09-15,"Celsius",6.69953152996439,7.08308026913664,9.11211419355813,6.69953152996439,7.08308026913664,9.11211419355813,7.89844015263329
"Bottom","yes","ssp126","temp",1996,10,1996-10-16,"Celsius",7.23897940496793,7.41626980097166,8.14551811664459,7.23897940496793,7.41626980097166,8.14551811664459,7.69898163008874
"Bottom","yes","ssp126","temp",1996,11,1996-11-15,"Celsius",6.83185234682554,7.0120689893997,6.88709967726576,6.83185234682554,7.0120689893997,6.88709967726576,6.90844167055326
"Bottom","yes","ssp126","temp",1996,12,1996-12-16,"Celsius",5.7737894749314,5.53349414346139,5.2398743412556,5.7737894749314,5.53349414346139,5.2398743412556,5.46392229032406
"Bottom","yes","ssp126","temp",1997,1,1997-01-16,"Celsius",4.21824245902438,4.26390030943057,4.1600520682206,4.21824245902438,4.26390030943057,4.1600520682206,4.20506281481571
"Bottom","yes","ssp126","temp",1997,2,1997-02-14,"Celsius",3.59241757482686,3.95008569504429,4.05155644852565,3.59241757482686,3.95008569504429,4.05155644852565,3.90217295620112
"Bottom","yes","ssp126","temp",1997,3,1997-03-16,"Celsius",3.4148748839897,3.72815163903702,3.91578603566854,3.4148748839897,3.72815163903702,3.91578603566854,3.73076217342785
"Bottom","yes","ssp126","temp",1997,4,1997-04-15,"Celsius",3.28532067288302,3.93550254028114,4.32125156584157,3.28532067288302,3.93550254028114,4.32125156584157,3.93926316028144
"Bottom","yes","ssp126","temp",1997,5,1997-05-16,"Celsius",4.05362780817806,4.73349648346253,5.67241651488917,4.05362780817806,4.73349648346253,5.67241651488917,4.97916627023487
"Bottom","yes","ssp126","temp",1997,6,1997-06-15,"Celsius",5.04263399123427,5.39002662216079,7.20704625511292,5.04263399123427,5.39002662216079,7.20704625511292,6.11916197818087
"Bottom","yes","ssp126","temp",1997,7,1997-07-16,"Celsius",5.91217936882188,6.05950082396648,8.58285925005441,5.91217936882188,6.05950082396648,8.58285925005441,7.15988128098949
"Bottom","yes","ssp126","temp",1997,8,1997-08-16,"Celsius",6.78324757707421,6.79978900951015,9.33787849696552,6.78324757707421,6.79978900951015,9.33787849696552,7.94108490967241
"Bottom","yes","ssp126","temp",1997,9,1997-09-15,"Celsius",7.1597661044395,7.5707725326632,9.59329623325616,7.1597661044395,7.5707725326632,9.59329623325616,8.37599956232414
"Bottom","yes","ssp126","temp",1997,10,1997-10-16,"Celsius",8.23178543150904,8.21479657411889,8.79321591363353,8.23178543150904,8.21479657411889,8.79321591363353,8.48033188884225
"Bottom","yes","ssp126","temp",1997,11,1997-11-15,"Celsius",7.67876475099946,7.71386861108855,7.66098099342125,7.67876475099946,7.71386861108855,7.66098099342125,7.68079875921814
"Bottom","yes","ssp126","temp",1997,12,1997-12-16,"Celsius",6.19789576449613,6.32645860961358,6.31020975740357,6.19789576449613,6.32645860961358,6.31020975740357,6.28543900553701
"Bottom","yes","ssp126","temp",1998,1,1998-01-16,"Celsius",4.61712256181214,5.02276052653443,4.98390980408047,4.61712256181214,5.02276052653443,4.98390980408047,4.89894141388355
"Bottom","yes","ssp126","temp",1998,2,1998-02-14,"Celsius",3.79938755154299,4.80072028023657,5.11241824461148,3.79938755154299,4.80072028023657,5.11241824461148,4.67904962671053
"Bottom","yes","ssp126","temp",1998,3,1998-03-16,"Celsius",3.994795043925,4.93170026464466,5.1568892769444,3.994795043925,4.93170026464466,5.1568892769444,4.78786255424584
"Bottom","yes","ssp126","temp",1998,4,1998-04-15,"Celsius",4.5740767305687,5.26003350670466,5.6359507208542,4.5740767305687,5.26003350670466,5.6359507208542,5.24998276256458
"Bottom","yes","ssp126","temp",1998,5,1998-05-16,"Celsius",5.17213542871989,5.8337425028366,6.52753036643716,5.17213542871989,5.8337425028366,6.52753036643716,5.97355056935632
"Bottom","yes","ssp126","temp",1998,6,1998-06-15,"Celsius",5.66587257403025,6.19683003917009,7.46833286853811,5.66587257403025,6.19683003917009,7.46833286853811,6.63163620438105
"Bottom","yes","ssp126","temp",1998,7,1998-07-16,"Celsius",6.26508629831113,6.63911236619567,8.48155033986811,6.26508629831113,6.63911236619567,8.48155033986811,7.37274258795006
"Bottom","yes","ssp126","temp",1998,8,1998-08-16,"Celsius",6.70140785255641,7.01442727838684,9.17565699830185,6.70140785255641,7.01442727838684,9.17565699830185,7.9079367063141
"Bottom","yes","ssp126","temp",1998,9,1998-09-15,"Celsius",6.9943438222773,7.66771246137445,9.29460797114428,6.9943438222773,7.66771246137445,9.29460797114428,8.2256202392577
"Bottom","yes","ssp126","temp",1998,10,1998-10-16,"Celsius",7.18548683583142,7.90188594368485,8.7856557238426,7.18548683583142,7.90188594368485,8.7856557238426,8.11309080036363
"Bottom","yes","ssp126","temp",1998,11,1998-11-15,"Celsius",7.18367803357856,7.86895777483641,8.00006778530445,7.18367803357856,7.86895777483641,8.00006778530445,7.74858458663543
"Bottom","yes","ssp126","temp",1998,12,1998-12-16,"Celsius",6.11265560967196,6.51527350117838,6.16271530743316,6.11265560967196,6.51527350117838,6.16271530743316,6.25064599944636
"Bottom","yes","ssp126","temp",1999,1,1999-01-16,"Celsius",5.30768496505555,5.3877342519928,4.95927518582565,5.30768496505555,5.3877342519928,4.95927518582565,5.17336452427969
"Bottom","yes","ssp126","temp",1999,2,1999-02-14,"Celsius",4.02079322857058,3.38445974218885,3.36000221974209,4.02079322857058,3.38445974218885,3.36000221974209,3.54014858132784
"Bottom","yes","ssp126","temp",1999,3,1999-03-16,"Celsius",3.31789414037818,2.71014737198986,3.21962050534275,3.31789414037818,2.71014737198986,3.21962050534275,3.09934900512738
"Bottom","yes","ssp126","temp",1999,4,1999-04-15,"Celsius",3.61078108930485,3.10479835337994,3.99627830203062,3.61078108930485,3.10479835337994,3.99627830203062,3.63976467730536
"Bottom","yes","ssp126","temp",1999,5,1999-05-16,"Celsius",3.93577690381026,3.78289451460387,5.39333025376182,3.93577690381026,3.78289451460387,5.39333025376182,4.54986219202404
"Bottom","yes","ssp126","temp",1999,6,1999-06-15,"Celsius",4.57694633459852,4.54695932029083,7.015569243856,4.57694633459852,4.54695932029083,7.015569243856,5.66908499605084
"Bottom","yes","ssp126","temp",1999,7,1999-07-16,"Celsius",5.31445780966539,5.21492660794754,8.31056948894091,5.31445780966539,5.21492660794754,8.31056948894091,6.6383008052765
"Bottom","yes","ssp126","temp",1999,8,1999-08-16,"Celsius",5.60228251325032,5.7144050972268,8.83698516712882,5.60228251325032,5.7144050972268,8.83698516712882,7.09448178836401
"Bottom","yes","ssp126","temp",1999,9,1999-09-15,"Celsius",6.09415428032813,6.81873364985032,9.23411582691311,6.09415428032813,6.81873364985032,9.23411582691311,7.71912661554682
"Bottom","yes","ssp126","temp",1999,10,1999-10-16,"Celsius",6.71732679696327,7.5522831343495,8.61365692051154,6.71732679696327,7.5522831343495,8.61365692051154,7.81259032155929
"Bottom","yes","ssp126","temp",1999,11,1999-11-15,"Celsius",6.41300010728365,6.93142683262923,7.00624368494914,6.41300010728365,6.93142683262923,7.00624368494914,6.82936216797586
"Bottom","yes","ssp126","temp",1999,12,1999-12-16,"Celsius",5.36729588132042,5.71399603637594,5.34117363575307,5.36729588132042,5.71399603637594,5.34117363575307,5.45487301541842
"Bottom","yes","ssp126","temp",2000,1,2000-01-16,"Celsius",3.78197063370925,4.01143292583167,3.9047804924914,3.78197063370925,4.01143292583167,3.9047804924914,3.90317033202371
"Bottom","yes","ssp126","temp",2000,2,2000-02-15,"Celsius",3.30323907376298,3.31404532211414,3.61958166656109,3.30323907376298,3.31404532211414,3.61958166656109,3.44912538156487
"Bottom","yes","ssp126","temp",2000,3,2000-03-16,"Celsius",3.26554199499943,3.65310644464897,4.16820537407593,3.26554199499943,3.65310644464897,4.16820537407593,3.78406183856307
"Bottom","yes","ssp126","temp",2000,4,2000-04-15,"Celsius",3.55160191733571,4.0307066054742,4.73300612532905,3.55160191733571,4.0307066054742,4.73300612532905,4.22217482048583
"Bottom","yes","ssp126","temp",2000,5,2000-05-16,"Celsius",4.20132002399991,4.6774964399654,6.05227390605255,4.20132002399991,4.6774964399654,6.05227390605255,5.17327159590097
"Bottom","yes","ssp126","temp",2000,6,2000-06-15,"Celsius",5.0934439218667,5.32654403169536,7.36741804955712,5.0934439218667,5.32654403169536,7.36741804955712,6.18666790031288
"Bottom","yes","ssp126","temp",2000,7,2000-07-16,"Celsius",5.76019089592767,5.83427588493027,8.39679269935772,5.76019089592767,5.83427588493027,8.39679269935772,6.97152044458876
"Bottom","yes","ssp126","temp",2000,8,2000-08-16,"Celsius",6.06710590055915,6.12985002560037,8.85804962701979,6.06710590055915,6.12985002560037,8.85804962701979,7.34485110958721
"Bottom","yes","ssp126","temp",2000,9,2000-09-15,"Celsius",6.25815969992793,6.50597439390505,8.78819650923759,6.25815969992793,6.50597439390505,8.78819650923759,7.4711813167536
"Bottom","yes","ssp126","temp",2000,10,2000-10-16,"Celsius",6.78118928059784,7.25604398759846,8.18388397510353,6.78118928059784,7.25604398759846,8.18388397510353,7.55042907257495
"Bottom","yes","ssp126","temp",2000,11,2000-11-15,"Celsius",6.64609283581873,7.27169641712046,7.28196531870648,6.64609283581873,7.27169641712046,7.28196531870648,7.11241457662463
"Bottom","yes","ssp126","temp",2000,12,2000-12-16,"Celsius",6.06914841270052,6.60877023359047,6.32579840878376,6.06914841270052,6.60877023359047,6.32579840878376,6.33965531235686
"Bottom","yes","ssp126","temp",2001,1,2001-01-16,"Celsius",5.53402629413764,5.90345491126218,5.53122955767692,5.53402629413764,5.90345491126218,5.53122955767692,5.63864620462317
"Bottom","yes","ssp126","temp",2001,2,2001-02-14,"Celsius",5.08406132851923,5.32198952846143,4.91536247217548,5.08406132851923,5.32198952846143,4.91536247217548,5.07610772006938
